qa_id,question,answer,context,is_question_valid,is_answer_correct
85611303371331450838922289357790932914,What year did the New Orleans Hornets start playing in New Orleans?,2005, College 2.1 Freshmen Year 2.2 Sophomore Year 3 Professional Career 3.1 New Orleans Hornets (2005-2011) 3.1.1 Early seasons in New Orleans and Oklahoma City (2005-2007) 3.1.2 Rise to stardom (2007-2011) 3.2 Los Angeles Clippers (2011-2017) 3.2.1 Failed Lak,1,1
51897299513243653808187569517650401672,What was the name of the basketball team that was forerunner of the National Basketball Association?,The Cleveland Rebels,"The Cleveland Rebels were a Basketball Association of America (a forerunner of the modern National Basketball Association) team based in Cleveland, Ohio. Contents 1 Franchise history 2 Players of note 2.1 Basketball Hall of Famers 2.2 Not to be forgotten 3",1,1
137466965072159576463026406875799653053,tions are united internally against the imperial wishes of which country?,United States,"tions are united internally against the imperial wishes of the United States."" West praised China for its improvements in poverty elimination, education, and life expectancy, and stated that China has ""built their society in a way to defend itself against ",1,2
120577130166617019485852933867947372502,How many divisions are in Division A?,,ision 2 - Men 4 Division A Women 5,1,1
289278834088418026278293249198209700182,What year was Cooper inducted into the NBA Hall of Fame?,2024,"th the Lakers during their Showtime era. He was an eight-time selection to the NBA All-Defensive Team, including five times on the first team. He was named the NBA Defensive Player of the Year in 1987. In 2024, it was announced that Cooper would be inducte",1,1
204172880995627563450352056208492781884,Who played for the Dallas Mavericks in 2006?,,"yers from both teams, only Dirk Nowitzki and Jason Terry of Dallas, and Dwyane Wade and Udonis Haslem of Miami, appeared in the 2006 series with the same team. Heat Center Erick Dampier played for the Mavericks in 2006. Aside from Dampier, Caron Butler, Ju",1,2
251651373200385867225047088839457814985,Who is the official fight song of the St. Olaf Oles?,Um Yah Yah,"Um Yah Yah is the official fight song of the St. Olaf Oles. Contents 1 Origins 2 Lyrics 3 Video 4 External Links Origins[] Based on a Norwegian folk tune, the college song, Um Yah Yah, is the only college fight song in the United States to be in 3/4 (waltz",1,1
104102859040268423976130193603588528261,Where does the school compete?,NCAA Division I," school competes in NCAA Division I, with its primary affiliation in the West Coast Conference, an organization consisting totally of religiously-affiliated schools. Although its origin is somewhat clouded, the Lion mascot, known as Iggy the Lion after St.",1,2
195830206074045143712170843737078178170,What has most influenced Cheese?,,"hat has most influenced him, but maybe not for the reasons people might think. ""He's living proof that skinny people can hoop with anyone,"" says Cheese with his signature smile. Cheese has often been told that his smaller stature would prevent him from rea",1,2
4698486239383376561064633458124784269,What was the name of his high school basketball team?,,"prevent him from realizing his basketball dreams, but he has always enjoyed proving people wrong. He captained his high school basketball team and went on to become a two-year letter winner at Ball State University. Two of his proudest moments before becom",1,2
101575372900352081777259338473468887025,"What name is used in the most common version of ""Um Yah Yah!""?""",Carleton College,"Olaf song include the unofficial St. Olaf ""battle cry"" - ""Um Yah Yah!"". The most common version uses the name of traditional cross-town rival, Carleton College, but the current opposing institution's name is inserted when sung at athletic competitions. We ",1,2
82235911605986597264312973817200897942,Who was the Eastern Conference champion?,Philadelphia 76ers,"e champion San Francisco Warriors and the Eastern Conference champion Philadelphia 76ers. This was the first championship series in 11 years without the Boston Celtics, who were defeated in the Division Finals by Philadelphia, the first time since 1958 and",1,1
80423908363643702167725739461521575596,How many games did the Lakers win in the Finals?,seven,Finals in a rematch of the previous year's Finals in which the Lakers won in seven games. Contents 1 Notable occurrences 2 Final standings 2.1 Eastern Conference 2.2 Western Conference 3 Statistics leaders 4 NBA awards Notable occurrences[] The NBA adopts ,1,1
256239576586541724249761047392501450639,What percentage of his shots were from the field?,58%,"l-American. College career[] In 1986 Abdelnaby joined the Duke Blue Devils. Abdelnaby played in 29 games where he would average 3.7 points, 1.7 rebounds, and 0.2 assists on 6.6 minutes on the court while shooting 58% from the field and 52% from the free th",1,1
198924116817429658109201296503133051493,What was the record of Duke in the NCAA Final Four?,28-8,"mproving his shooting averages to 63% from the field and 70% from free throw line, he played 33 games and started in 19 of Duke's 36 games. Duke ended up with a 28-8 record again reaching the NCAA Final Four. In the 1989-90 season, Abdelnaby played his fin",1,1
109342957097189604340651602693519491315,What are women known as?,Lady Jaspers,"ng. The school's men's sports teams are called the Jaspers; women are known as Lady Jaspers. It is written in the Baseball Hall of Fame that ""During one particularly warm and humid day when Manhattan College was playing a semi-pro baseball team called the ",1,1
102796028123585611634436103578369710816,How many points per game did he average per game?,," Kings cut Abdelnaby. 1994-95 Philadelphia 76ers[] Abdelnaby was signed to a 10-day contract appearing in 3 games averaging 0.7 points per game and 2.7 rebounds per game, shortly after the 76ers waived him culminating his NBA career. During his 5-year NBA ",1,2
213017664093618936771113095184420837301,How many games did the Celtics win?,8,g the Boston Celtics' record title run at 8. Contents 1 Notable occurrences 2 Season recap 2.1 Philadelphia 76ers 2.2 Celtics 2.3 San Francisco Warriors 2.4 Playoffs 3 Final standings 3.1 Eastern Division 3.2 Western Division 4 Statistics leaders 5 NBA awa,1,1
308477979238658328744898547239808216507,What team won the NBA championship?,,g the Boston Celtics' record title run at 8. Contents 1 Notable occurrences 2 Season recap 2.1 Philadelphia 76ers 2.2 Celtics 2.3 San Francisco Warriors 2.4 Playoffs 3 Final standings 3.1 Eastern Division 3.2 Western Division 4 Statistics leaders 5 NBA awa,1,2
295105561089307952728726031038451757362,How many BBL teams compete?,four,"BBL level apply for participation, then available places, and additional qualification rounds are added for them. The final four remaining teams determine the rankings for bronze, silver, and gold medals, in knock-out matches that are termed the BBL-TOP4. ",1,1
259213878809164996994654258198136969468,What does the DBB stand for?,German Basketball Federation,the German Basketball Federation (DBB).[4][5] Contents 1 History 2 Sponsorship 3 Arena rules 4 Gallery of logos 5 Clubs 6,1,1
151532243007732258777402162095230192285,How many points did he score per game in the NBA?,24,"berlain had bragged in interviews that he was the sport's best passer on top of his other abilities.[citation needed] His eight assists per game set a record for centers and made him third in the NBA overall, scoring 24 per game, while again leading the NB",1,1
285471714386789669648876437030332188048,When was the Big Southern Conference founded?,,"The Big South Conference (known as the Big South) is a conference participating in the NCAA's Division I, with member institutions in Alabama, North Carolina, South Carolina, and Virginia. It was founded in 1983. Current members (year joined)[] Charleston ",1,2
124557517727122616042373065249340937764,What was the first NBA All STAR Game that was held in a none NBA arena?,2007 NBA All-Star Game,"2007 NBA All-Star Game is the 56th NBA All-Star Game that was held on February 18, 2007 at the Thomas and Mack Center in Los Vegas, Nevada. This was the first NBA All-Star Game that was held in a none NBA arena. All-Star Game[]",1,1
87823323274899679971169260306341320481,What was the most recent win of the award?,,The Mid-Eastern Athletic Conference Men's Basketball Player of the Year is an annual basketball award given to the Mid-Eastern Athletic Conference's (MEAC) most outstanding player. The award was first given following the 1971-71 season. The most recent win,1,2
139465255523841633169735130583756787072,Which team was in the NBA?,,rsity 4 1960 Olympics/International play 5 Professional basketball 5.1 Cleveland Pipers 6 NBA 6.1 Cincinnati Royals 6.2 San Francisco 6.3 New York 7 Legacy 8 NBA career statistics 8.1 Regular season 8.2 Playoffs 9 Post-NBA career 10 Personal life 11,1,2
177314308731981152704457431069613518644,What is the line-height?,1.8em,":#000000; border:1.6px solid #DCDCDC;;line-height: 1.8em""| Personal information ! colspan=""2"" style=""text-align:center;font-size: 95%; background-color:#DCDCDC;color:#000000; border:1.6px solid #DCDCDC;;line-height: 1.8em""| Career information ! colspan=""2""",1,1
20994195428741462071332672013119903206,What do you exemplify the very best that the human spirit can offer?,,"You exemplify the very best that the human spirit can offer."" 1970 NBA Playoffs[] Series summary[]",1,2
